Country,Continent,Rank,Title,Artists,Collaboration,Collaboration.Type,Album.x,Explicit,Duration,X.,Artist,Popularity,BPM,Genres,Parent.Genres,Album.y,Album.Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time.Signature,Added.At,Spotify.Track.Id,Album.Label,Camelot,Spotify.Track.Img,Song.Preview
Netherlands,Europe,32,Roller Coaster,Danny Vera,YES,Solo,Pressure Makes Diamonds,0,4:29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,33,"Alone, Pt. II","Alan Walker, Ava Max",NO,Duet,"Alone, Pt. II",0,2:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,34,Before You Go,Lewis Capaldi,NO,Solo,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35,65,Lewis Capaldi,86,112,"pop, uk pop",Pop,Divinely Uninspired To A Hellish Extent (Extended Edition),2019,3:35,46,57,60,0,18,0,0,-5,D#/E♭ Major,4,8/14/2023,2gMXnyrvIjhVBUZwvLZDMP,Vertigo Berlin,5B,,https://i.scdn.co/image/ab67616d000048517b9639babbe96e25071ec1d4
Netherlands,Europe,35,Be Kind (with Halsey),"Marshmello, Halsey",YES,Duet,Be Kind (with Halsey),0,2:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,36,Rode Wijn,"Maan, Kraantje Pappie",YES,Duet,Rode Wijn,0,3:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,37,Smoorverliefd,Snelle,NO,Solo,Smoorverliefd,0,2:57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,38,Blueberry Faygo,Lil Mosey,YES,Solo,Certified Hitmaker,1,2:42,62,Lil Mosey,76,99,"melodic rap, rap conscient",Hip Hop,Certified Hitmaker,2020,2:42,77,55,21,0,35,0,10,-8,C Major,4,8/14/2023,22LAwLoDA5b4AaGSkg6bKW,Mogul Vision/Interscope Records,8B,,https://i.scdn.co/image/ab67616d000048510824105a6282782aaabb0584
Netherlands,Europe,39,Drown (feat. Clinton Kane),"Martin Garrix, Clinton Kane",NO,Duet,Drown (feat. Clinton Kane),0,2:54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,40,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",YES,Group,THE SCOTTS,1,2:45,91,"THE SCOTTS,Travis Scott,Kid Cudi",77,130,"viral rap, hip hop, rap, slap house, ohio hip hop, pop rap","Hip Hop, Electronic",THE SCOTTS,2020,2:45,72,54,23,0,28,0,10,-8,C Minor,4,8/14/2023,39Yp9wwQiSRIDOvrVg7mbk,Cactus Jack / Epic,5A,https://p.scdn.co/mp3-preview/820f8579b290d5454ca9f32fde6e06358d8a3950?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111d6f8c713ef93a9bb64ddfe
Netherlands,Europe,41,Underdog,Alicia Keys,YES,Solo,Underdog,0,3:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,42,Busje (feat. Chivv & Lauwtje),"Zefanio, Chivv, Lauwtje",NO,Group,Busje (feat. Chivv & Lauwtje),0,2:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,43,Watermelon Sugar,Harry Styles,NO,Solo,Fine Line,0,2:54,43,Harry Styles,90,95,pop,Pop,Fine Line,2019,2:54,55,82,12,0,56,0,30,-4,C Major,4,8/14/2023,6UelLqGlWMcVH1E5c4H7lY,Columbia,8B,https://p.scdn.co/mp3-preview/824cd58da2e9a15eeaaa6746becc09093547a09b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a
Netherlands,Europe,44,Follow Your Dreams (with Jonna Fraser),"Emms, Jonna Fraser",YES,Duet,Follow Your Dreams,0,2:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,45,Slapen Met Het Licht Aan,"Tabitha, Nielson",NO,Duet,Slapen Met Het Licht Aan,0,3:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,46,Someone You Loved,Lewis Capaldi,YES,Solo,Divinely Uninspired To A Hellish Extent,0,3:02,58,Lewis Capaldi,90,110,"pop, uk pop",Pop,Divinely Uninspired To A Hellish Extent,2019,3:02,50,41,75,0,45,0,10,-6,C♯/D♭ Major,4,8/14/2023,7qEHsqek33rTcFNT9PFqLf,Vertigo Berlin,3B,,https://i.scdn.co/image/ab67616d00004851fc2101e6889d6ce9025f85f2
Netherlands,Europe,47,The Box,Roddy Ricch,YES,Solo,Please Excuse Me For Being Antisocial,1,3:16,52,Roddy Ricch,83,117,"melodic rap, rap, trap",Hip Hop,Please Excuse Me for Being Antisocial,2019,3:16,90,59,10,0,64,0,70,-7,A#/B♭ Minor,4,8/14/2023,0nbXyq5TXYPCO7pr3N8S4I,Atlantic Records,3A,https://p.scdn.co/mp3-preview/6306fda4df77cbcaf47c8b9fa3575ce457504c9c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851600adbc750285ea1a8da249f
Netherlands,Europe,48,Perfect (feat. Haris),"Lucas & Steve, Haris",YES,Duet,Perfect (feat. Haris),0,2:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,Europe,49,Ride It,Regard,NO,Solo,Ride It,0,2:37,88,Regard,82,118,"pop dance, pop edm, slap house, uk dance",Electronic,Ride It,2019,2:37,88,75,18,0,88,0,10,-4,G Minor,4,8/14/2023,2tnVG71enUj33Ic2nFN6kZ,Ministry of Sound Recordings,6A,https://p.scdn.co/mp3-preview/ce29bb243cf40118b87070b00a49822e09a317b1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515c27813ae019011fcb370c78
Netherlands,Europe,50,Afrika,"Chivv, Boef",NO,Duet,UN4GETTABLE NIGHTS,0,3:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",YES,Duet,BLAME IT ON BABY,1,3:01,55,"DaBaby,Roddy Ricch",79,90,"hip hop, north carolina hip hop, pop rap, rap, trap, melodic rap",Hip Hop,BLAME IT ON BABY,2020,3:01,75,69,25,0,50,10,10,-8,B Major,4,8/14/2023,7ytR5pFWmSjzHJIeQkgog4,South Coast Music Group/Interscope Records,1B,,https://i.scdn.co/image/ab67616d0000485120e08c8cc23f404d723b5647
New Zealand,Australia,2,Roses - Imanbek Remix,"SAINt JHN, Imanbek",YES,Duet,Roses (Imanbek Remix),1,2:56,53,"SAINt JHN,Imanbek",81,122,"melodic rap, slap house, electro house, pop dance","Electronic, Hip Hop",Roses (Imanbek Remix),2019,2:56,77,72,2,1,90,0,30,-5,G#/A♭ Major,4,8/14/2023,24Yi9hE78yPEbZ4kxyoXAI,Columbia/B1 Recordings,4B,https://p.scdn.co/mp3-preview/577cd73a377297f9b7fa57d809cd270dfce8513f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b340b496cb7c38d727ff40be
New Zealand,Australia,3,In the Air,L.A.B.,YES,Solo,L.A.B. III,0,4:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,4,Blinding Lights,The Weeknd,YES,Solo,After Hours,0,3:20,27,The Weeknd,92,171,"canadian contemporary r&b, canadian pop, pop","R&B, Pop",After Hours,2020,3:20,51,73,0,0,33,0,0,-6,C♯/D♭ Major,4,8/14/2023,0VjIjW4GlUZAMYd2vXMi3b,Republic Records,3B,,https://i.scdn.co/image/ab67616d000048518863bc11d2aa12b54f5aeb36
New Zealand,Australia,5,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",YES,Duet,Stuck with U,0,3:48,95,"Ariana Grande,Justin Bieber",82,179,"pop, canadian pop",Pop,Stuck with U,2020,3:48,60,45,22,0,54,0,30,-7,G#/A♭ Major,3,8/14/2023,4HBZA5flZLE435QTztThqH,Ariana Grande & Justin Bieber Stuck With U- Charity,4B,,https://i.scdn.co/image/ab67616d000048512babb9dbd8f5146112f1bf86
New Zealand,Australia,6,Supalonely,"BENEE, Gus Dapperton",NO,Duet,STELLA & STEVE,1,3:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,7,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",NO,Duet,Rain On Me (with Ariana Grande),0,3:02,84,"Lady Gaga,Ariana Grande",76,123,"art pop, dance pop, pop",Pop,Chromatica,2020,3:02,67,86,2,0,65,0,30,-4,A Major,4,8/14/2023,7ju97lgwC2rKQ6wwsf9no9,Interscope,11B,,https://i.scdn.co/image/ab67616d000048516040effba89b9b00a6f6743a
New Zealand,Australia,8,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",YES,Group,THE SCOTTS,1,2:45,91,"THE SCOTTS,Travis Scott,Kid Cudi",77,130,"viral rap, hip hop, rap, slap house, ohio hip hop, pop rap","Hip Hop, Electronic",THE SCOTTS,2020,2:45,72,54,23,0,28,0,10,-8,C Minor,4,8/14/2023,39Yp9wwQiSRIDOvrVg7mbk,Cactus Jack / Epic,5A,https://p.scdn.co/mp3-preview/820f8579b290d5454ca9f32fde6e06358d8a3950?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111d6f8c713ef93a9bb64ddfe
New Zealand,Australia,9,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",NO,Duet,death bed (coffee for your head) (feat. beabadoobee),0,2:53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,10,Toosie Slide,Drake,NO,Solo,Dark Lane Demo Tapes,1,4:07,64,Drake,71,82,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop",Dark Lane Demo Tapes,2020,4:07,83,49,29,0,85,20,10,-9,C♯/D♭ Minor,4,8/14/2023,466cKvZn1j45IpxDdYZqdA,OVO,12A,,https://i.scdn.co/image/ab67616d00004851bba7cfaf7c59ff0898acba1f
New Zealand,Australia,11,Blueberry Faygo,Lil Mosey,NO,Solo,Certified Hitmaker,1,2:42,62,Lil Mosey,76,99,"melodic rap, rap conscient",Hip Hop,Certified Hitmaker,2020,2:42,77,55,21,0,35,0,10,-8,C Major,4,8/14/2023,22LAwLoDA5b4AaGSkg6bKW,Mogul Vision/Interscope Records,8B,,https://i.scdn.co/image/ab67616d000048510824105a6282782aaabb0584
New Zealand,Australia,12,Intentions (feat. Quavo),"Justin Bieber, Quavo",YES,Duet,Changes,0,3:32,63,"Justin Bieber,Quavo",77,148,"canadian pop, pop, atl hip hop, melodic rap, rap, trap","Hip Hop, Pop",Changes,2020,3:32,81,55,30,0,87,0,10,-7,A Major,4,8/14/2023,4umIPjkehX1r7uhmGvXiSV,RBMG/Def Jam,11B,,https://i.scdn.co/image/ab67616d000048517fe4a82a08c4f0decbeddbc6
New Zealand,Australia,13,Don't Start Now,Dua Lipa,YES,Solo,Future Nostalgia,0,3:03,54,Dua Lipa,84,124,"dance pop, pop, uk pop",Pop,Future Nostalgia,2020,3:03,79,79,1,0,68,0,10,-5,B Minor,4,8/14/2023,3PfIrDoz19wz7qK7tYeu62,Warner Records,10A,https://p.scdn.co/mp3-preview/cfc6684fc467e40bb9c7e6da2ea1b22eeccb211c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bd26ede1ae69327010d49946
New Zealand,Australia,13,Don't Start Now,Dua Lipa,YES,Solo,Future Nostalgia,0,3:03,118,Dua Lipa,79,124,"dance pop, pop, uk pop",Pop,Don't Start Now,2019,3:03,79,79,1,0,68,0,10,-5,B Minor,4,8/14/2023,6WrI0LAC5M1Rw2MnX2ZvEg,Warner Records,10A,https://p.scdn.co/mp3-preview/87258da8a9eb8d0a0d53071e06612955e6d3b28f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518583df1a14bea9175f9ac520
New Zealand,Australia,14,Sunday Best,Surfaces,NO,Solo,Where the Light Is,0,2:38,77,Surfaces,78,112,bedroom soul,R&B,Where the Light Is,2019,2:38,88,53,18,0,69,0,0,-7,F Major,4,8/14/2023,1Cv1YLb4q0RzL6pybtaMLo,"Surfaces, LLC / TenThousand Projects, LLC",7B,,https://i.scdn.co/image/ab67616d000048513667dc27da7b24360d6050d0
New Zealand,Australia,15,The Box,Roddy Ricch,NO,Solo,Please Excuse Me For Being Antisocial,1,3:16,52,Roddy Ricch,83,117,"melodic rap, rap, trap",Hip Hop,Please Excuse Me for Being Antisocial,2019,3:16,90,59,10,0,64,0,70,-7,A#/B♭ Minor,4,8/14/2023,0nbXyq5TXYPCO7pr3N8S4I,Atlantic Records,3A,https://p.scdn.co/mp3-preview/6306fda4df77cbcaf47c8b9fa3575ce457504c9c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851600adbc750285ea1a8da249f
New Zealand,Australia,16,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",NO,Duet,Savage Remix (feat. Beyoncé),1,4:02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,17,Go Crazy,"Chris Brown, Young Thug",NO,Duet,Slime & B,1,2:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,18,Long Gone,SIX60,YES,Solo,SIX60,1,2:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,19,GOOBA,6ix9ine,YES,Solo,GOOBA,1,2:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,20,Dance Monkey,Tones And I,NO,Solo,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,51,Tones And I,77,98,australian pop,Pop,Welcome To The Madhouse (Deluxe),2021,3:29,82,59,69,0,51,0,10,-6,F#/G♭ Minor,4,8/14/2023,2N8m6CYs74qQO4mjVcXO30,Elektra (NEK),11A,https://p.scdn.co/mp3-preview/faad7dce8e7deeb059c7c59645c594c40342812f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e8197111f9d57793a5e7eff
New Zealand,Australia,20,Dance Monkey,Tones And I,NO,Solo,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,132,Tones And I,79,98,australian pop,Pop,Dance Monkey (Stripped Back) / Dance Monkey,2019,3:29,82,59,69,0,51,0,10,-6,F#/G♭ Minor,4,8/14/2023,2XU0oxnq2qxCpomAAuJY8K,Elektra (NEK),11A,https://p.scdn.co/mp3-preview/d03d7e46e89547f5a1994483f27e221c8de1f5c5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6f7af36ecdc3ed6e0a1f169
New Zealand,Australia,21,Watermelon Sugar,Harry Styles,NO,Solo,Fine Line,0,2:54,43,Harry Styles,90,95,pop,Pop,Fine Line,2019,2:54,55,82,12,0,56,0,30,-4,C Major,4,8/14/2023,6UelLqGlWMcVH1E5c4H7lY,Columbia,8B,https://p.scdn.co/mp3-preview/824cd58da2e9a15eeaaa6746becc09093547a09b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a
New Zealand,Australia,22,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",NO,Duet,ily (i love you baby) (feat. Emilee),0,2:56,83,"Surf Mesa,Emilee",78,112,"pop edm, social media pop","Electronic, Pop",ily (i love you baby) (feat. Emilee),2019,2:56,67,77,7,0,33,0,30,-8,B Minor,4,8/14/2023,62aP9fBQKYKxi7PDXwcUAS,Astralwerks,10A,,https://i.scdn.co/image/ab67616d00004851b3de5764cc02f94714487c86
New Zealand,Australia,23,Catching Feelings (feat. SIX60),"Drax Project, SIX60",YES,Duet,Drax Project,0,3:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,24,Glitter,BENEE,NO,Solo,FIRE ON MARZZ,0,3:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,25,WHATS POPPIN,Jack Harlow,NO,Solo,Sweet Action,1,2:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,26,Break My Heart,Dua Lipa,NO,Solo,Future Nostalgia,0,3:41,80,Dua Lipa,79,113,"dance pop, pop, uk pop",Pop,Future Nostalgia,2020,3:41,73,73,17,0,47,0,30,-3,E Minor,4,8/14/2023,017PF4Q3l4DBUiWoXk4OWT,Warner Records,9A,https://p.scdn.co/mp3-preview/a0078bbdb4351ec221eb7f330bd01856636601b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bd26ede1ae69327010d49946
New Zealand,Australia,27,Rover (feat. DTG),"S1mba, DTG",NO,Duet,Rover (feat. DTG),1,2:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,28,Before You Go,Lewis Capaldi,YES,Solo,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35,65,Lewis Capaldi,86,112,"pop, uk pop",Pop,Divinely Uninspired To A Hellish Extent (Extended Edition),2019,3:35,46,57,60,0,18,0,0,-5,D#/E♭ Major,4,8/14/2023,2gMXnyrvIjhVBUZwvLZDMP,Vertigo Berlin,5B,,https://i.scdn.co/image/ab67616d000048517b9639babbe96e25071ec1d4
New Zealand,Australia,29,Adore You,Harry Styles,YES,Solo,Fine Line,0,3:27,70,Harry Styles,86,99,pop,Pop,Fine Line,2019,3:27,68,77,2,0,57,0,10,-4,G#/A♭ Major,4,8/14/2023,3jjujdWJ72nww5eGnfs2E7,Columbia,4B,https://p.scdn.co/mp3-preview/a42d5e9f6f5c3375db9723bb2356239351eead31?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a
New Zealand,Australia,30,Say So,Doja Cat,NO,Solo,Hot Pink,1,3:57,66,Doja Cat,79,111,"dance pop, pop",Pop,Hot Pink,2019,3:57,79,67,26,0,78,10,0,-5,B Minor,4,8/14/2023,3Dv1eDb0MEgF93GpLXlucZ,Kemosabe Records/RCA Records,10A,https://p.scdn.co/mp3-preview/7131c09d3479d06d84281176255c851d88f6670b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dd0316b194097528348c8eb0
New Zealand,Australia,31,Someone You Loved,Lewis Capaldi,NO,Solo,Divinely Uninspired To A Hellish Extent,0,3:02,58,Lewis Capaldi,90,110,"pop, uk pop",Pop,Divinely Uninspired To A Hellish Extent,2019,3:02,50,41,75,0,45,0,10,-6,C♯/D♭ Major,4,8/14/2023,7qEHsqek33rTcFNT9PFqLf,Vertigo Berlin,3B,,https://i.scdn.co/image/ab67616d00004851fc2101e6889d6ce9025f85f2
New Zealand,Australia,32,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",NO,Duet,If the World Was Ending (feat. Julia Michaels),0,3:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,33,BELIEVE IT,"PARTYNEXTDOOR, Rihanna",YES,Duet,PARTYMOBILE,1,3:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,34,Circles,Post Malone,NO,Solo,Hollywood's Bleeding,0,3:35,61,Post Malone,89,120,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop",Hollywood's Bleeding,2019,3:35,70,76,19,0,55,0,0,-3,C Major,4,8/14/2023,21jGcNKet2qwijlDFuPiPb,Republic Records,8B,,https://i.scdn.co/image/ab67616d000048519478c87599550dd73bfa7e02
New Zealand,Australia,35,After Party,Don Toliver,NO,Solo,Heaven Or Hell,1,2:47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,36,In Your Eyes,The Weeknd,NO,Solo,After Hours,1,3:57,1472,Kylie Minogue,67,124,"australian dance, australian pop, dance pop, eurodance, new wave pop","Electronic, Pop",Fever,2001,3:17,69,89,13,0,71,0,0,-6,F#/G♭ Minor,4,8/14/2023,1t5nwfsb90IliczIhOMnpJ,Parlophone UK,11A,https://p.scdn.co/mp3-preview/727151e02c24a7d360c4efcc68b72dfe57631836?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515d6121285c42ea4535e59048
New Zealand,Australia,37,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",NO,Duet,Say So (feat. Nicki Minaj),1,3:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,38,ROXANNE,Arizona Zervas,NO,Solo,ROXANNE,1,2:43,60,Arizona Zervas,79,117,"pop rap, rhode island rap",Hip Hop,ROXANNE,2019,2:43,62,60,5,0,46,10,40,-6,F#/G♭ Minor,5,8/14/2023,696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,11A,https://p.scdn.co/mp3-preview/18dbed71a2ee41dec2edbecd76e2f67250675dc6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851069a93617a916760ab88ffea
New Zealand,Australia,39,Boss Bitch,Doja Cat,NO,Solo,Boss Bitch,0,2:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,40,Party Girl,StaySolidRocky,YES,Solo,Party Girl,0,2:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,41,Memories,Maroon 5,YES,Solo,Memories,0,3:09,67,Maroon 5,86,91,pop,Pop,JORDI (Deluxe),2021,3:09,78,33,84,0,60,0,0,-7,B Major,4,8/14/2023,4cktbXiXOapiLBMprHFErI,Interscope Records*,1B,,https://i.scdn.co/image/ab67616d0000485186a8ab515de4b7aef28cd631
New Zealand,Australia,42,Falling,Trevor Daniel,NO,Solo,Nicotine,0,2:39,57,Trevor Daniel,79,127,melodic rap,Hip Hop,Nicotine,2020,2:39,79,43,12,0,24,0,0,-9,A#/B♭ Minor,4,8/14/2023,0Aqi7ArnBrGblW5T6p2jmD,Alamo,3A,https://p.scdn.co/mp3-preview/0d911f7650ed127fbbdd7ec6a44ec5d642d1896a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514dbf782532ca5d09012dc2d5
New Zealand,Australia,43,This City,Sam Fischer,NO,Solo,This City,0,3:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,44,Be Kind (with Halsey),"Marshmello, Halsey",NO,Duet,Be Kind (with Halsey),0,2:52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,45,Life Is Good (feat. Drake),"Future, Drake",NO,Duet,High Off Life,1,3:57,68,"Future,Drake",75,142,"atl hip hop, hip hop, rap, southern hip hop, trap, canadian hip hop, canadian pop, pop rap","Hip Hop, Pop",High Off Life,2020,3:57,80,57,7,0,54,40,10,-7,D Minor,4,8/14/2023,1K5KBOgreBi5fkEHvg5ap3,Epic/Freebandz,7A,https://p.scdn.co/mp3-preview/554606d4fbc4afd5b835c130397f6ac86ba3cee9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851935d8d5369bc55e74a39303e
New Zealand,Australia,46,The Greatest,SIX60,NO,Solo,SIX60,0,2:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,47,goosebumps,Travis Scott,YES,Solo,Birds In The Trap Sing McKnight,1,4:03,89,Travis Scott,87,130,"hip hop, rap, slap house","Hip Hop, Electronic",Birds In The Trap Sing McKnight,2016,4:03,84,73,8,0,43,0,10,-3,G Major,4,8/14/2023,6gBFPUFcJLzWGx4lenP6h2,Epic/Grand Hustle,9B,https://p.scdn.co/mp3-preview/5c45fee2743d39984ed2c1e2493d04a42d626f81?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f54b99bf27cda88f4a7403ce
New Zealand,Australia,48,Controller,L.A.B.,NO,Solo,L.A.B.,0,4:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,Australia,49,6 To The WORLD,Hp Boyz,NO,Solo,6 To The WORLD,1,2:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
